id,front,right,back,left,x,y,yaw
37,32766,25,152,32766,-0.00029782496858388186,0.00029475067276507616,0.0015947947977110744
38,32766,25,157,164,-0.0002600882144179195,0.000305245746858418,0.002108165295794606
39,32766,8,157,164,-0.0005667645600624382,0.0028001670725643635,0.0022341981530189514
40,32766,8,157,164,-0.0006969126407057047,0.00302354758605361,0.002853178419172764
41,167,8,157,164,-0.0002615501871332526,0.0002443887642584741,0.00401556259021163
42,167,8,151,164,0.0004151118628215045,0.0018888282356783748,0.004036608152091503
43,167,22,151,164,0.0007138675427995622,0.0015320192323997617,0.004980039782822132
44,167,22,151,164,-0.0005309952539391816,0.002798051107674837,0.005342964548617601
45,32766,22,151,164,-0.0004700488643720746,0.002694421913474798,0.00416753813624382
46,32766,22,150,160,-0.00042170085362158716,0.0026169142220169306,0.002669708104804158
47,32766,7,150,160,-9.155628504231572e-05,0.0025645659770816565,0.0037129526026546955
48,32766,7,150,160,-0.0003667956334538758,0.0025205626152455807,0.002825796604156494
49,179,7,150,160,-0.000338151614414528,0.0024745273403823376,0.0035954583436250687
50,179,7,150,32766,-6.254621257539839e-05,0.00035825427039526403,0.0038970238529145718
51,179,26,150,32766,0.0007602316327393055,0.001132889068685472,0.004972465336322784
52,179,26,150,32766,-9.4470931799151e-05,0.0025474857538938522,0.0059412200935184956
